,name,selling_price,km_driven,fuel,seller_type,transmission,owner,age,company
270,Maruti Alto LXi,120000,90000,Petrol,Individual,Manual,Second Owner,12,Maruti
271,Hyundai Getz GL,130000,80000,Petrol,Individual,Manual,Third Owner,16,Hyundai
272,Maruti Wagon R LX BS IV,160000,155000,Petrol,Individual,Manual,First Owner,11,Maruti
273,Mahindra Bolero Power Plus SLX,860000,35000,Diesel,Individual,Manual,First Owner,3,Mahindra
274,Hyundai i20 1.2 Spotz,650000,20000,Petrol,Individual,Manual,Second Owner,4,Hyundai
275,Maruti Wagon R LXI Minor,100000,80000,Petrol,Individual,Manual,Second Owner,12,Maruti
276,Maruti Alto 800 VXI,282000,20000,Petrol,Individual,Manual,First Owner,5,Maruti
277,Hyundai i20 Asta (o),300000,50000,Petrol,Individual,Manual,First Owner,13,Hyundai
278,Hyundai i20 Asta,270000,110000,Petrol,Individual,Manual,Second Owner,12,Hyundai
279,Hyundai Verna 1.6 SX CRDi (O),550000,29000,Diesel,Individual,Manual,First Owner,9,Hyundai
280,Mahindra Xylo D2 BSIV,450000,120000,Diesel,Individual,Manual,First Owner,9,Mahindra
281,Mahindra Bolero SLX 2WD BSIII,430000,70000,Diesel,Individual,Manual,Second Owner,11,Mahindra
282,Maruti Ertiga VXI ABS,350000,40000,Petrol,Individual,Manual,First Owner,9,Maruti
283,Honda Brio 1.2 E MT,350000,20000,Petrol,Individual,Manual,First Owner,5,Honda
284,Toyota Etios Liva G,229999,50000,Petrol,Individual,Manual,Second Owner,9,Toyota
285,Maruti Alto 800 LXI,110000,50000,Petrol,Individual,Manual,First Owner,9,Maruti
286,Maruti Swift Dzire 1.2 Vxi BSIV,395000,49000,Petrol,Individual,Manual,Second Owner,10,Maruti
287,Mahindra Scorpio VLS AT 2.2 mHAWK,650000,70000,Diesel,Individual,Automatic,Second Owner,11,Mahindra
288,Mahindra Bolero SLX,350000,90000,Diesel,Individual,Manual,Second Owner,11,Mahindra
289,Mahindra XUV500 W11 Option AWD,1400000,25000,Diesel,Dealer,Manual,First Owner,2,Mahindra
290,Tata Tiago 1.2 Revotron XZ,360000,4000,Petrol,Individual,Manual,First Owner,4,Tata
291,Mahindra Marazzo M8 8Str,1300000,10000,Diesel,Individual,Manual,First Owner,4,Mahindra
292,Renault Duster 110PS Diesel RxL,800000,15000,Diesel,Individual,Manual,First Owner,7,Renault
293,Hyundai EON Magna Plus,229999,30000,Petrol,Individual,Manual,First Owner,4,Hyundai
294,Maruti Wagon R VXI,315000,41000,Petrol,Dealer,Manual,First Owner,8,Maruti
295,Chevrolet Spark 1.0 LT,125000,28000,Petrol,Individual,Manual,First Owner,10,Chevrolet
296,Maruti Baleno Alpha,700000,16000,Petrol,Individual,Manual,First Owner,3,Maruti
297,Hyundai EON 1.0 Kappa Magna Plus,160000,70000,Petrol,Individual,Manual,First Owner,7,Hyundai
298,Ford Figo Aspire 1.2 Ti-VCT Trend,530000,10832,Petrol,Dealer,Manual,First Owner,5,Ford
299,Ford Figo Aspire Facelift,624000,14681,Diesel,Dealer,Manual,First Owner,4,Ford
300,Hyundai i10 Era,250000,50000,Petrol,Individual,Manual,First Owner,13,Hyundai
301,Mahindra Bolero SLX,585000,51000,Diesel,Dealer,Manual,First Owner,6,Mahindra
302,Hyundai Verna 1.4 VTVT,500000,25000,Petrol,Individual,Manual,First Owner,7,Hyundai
303,Chevrolet Sail 1.2 LT ABS,350000,30000,Petrol,Individual,Manual,First Owner,8,Chevrolet
304,Honda City i-DTEC SV,495000,80000,Diesel,Dealer,Manual,First Owner,8,Honda
305,Hyundai Grand i10 1.2 Kappa Asta,500000,50000,Petrol,Individual,Manual,First Owner,5,Hyundai
306,Mahindra Bolero Power Plus Plus AC BSIV PS,430000,200000,Diesel,Individual,Manual,First Owner,7,Mahindra
307,Hyundai Grand i10 1.2 Kappa Sportz Option,345000,44000,Petrol,Dealer,Manual,First Owner,9,Hyundai
308,Maruti Baleno Sigma 1.2,500000,10000,Petrol,Individual,Manual,First Owner,7,Maruti
309,Tata Tiago 1.2 Revotron XZ,425000,19600,Petrol,Individual,Manual,First Owner,3,Tata
310,Maruti Wagon R LXI,80000,40000,Petrol,Individual,Manual,Second Owner,17,Maruti
311,Chevrolet Beat Diesel LS,106000,50000,Diesel,Individual,Manual,First Owner,11,Chevrolet
312,Maruti A-Star Vxi,180000,46730,Petrol,Individual,Manual,First Owner,13,Maruti
313,Datsun GO A,250000,40000,Petrol,Individual,Manual,Second Owner,7,Datsun
314,Skoda Yeti Ambition 4WD,350000,80000,Diesel,Individual,Manual,First Owner,11,Skoda
315,Maruti Zen LXi BSII,60000,80000,Petrol,Individual,Manual,Second Owner,20,Maruti
316,Hyundai Verna CRDi 1.6 EX,900000,24000,Diesel,Individual,Manual,First Owner,4,Hyundai
317,Ford Aspire Titanium Diesel BSIV,700000,21170,Diesel,Dealer,Manual,First Owner,5,Ford
318,BMW 3 Series 320d Sport,2000000,167223,Diesel,Dealer,Automatic,First Owner,9,BMW
319,Maruti Ertiga SHVS ZDI Plus,1000000,40000,Diesel,Individual,Manual,First Owner,5,Maruti
320,BMW X1 sDrive 20d Exclusive,1375000,60000,Diesel,Individual,Automatic,First Owner,11,BMW
321,Toyota Innova Crysta 2.4 VX MT,1800000,141440,Diesel,Dealer,Manual,First Owner,6,Toyota
322,Chevrolet Tavera Neo 3 10 Seats BSIV,160000,120000,Diesel,Individual,Manual,Third Owner,15,Chevrolet
323,Mitsubishi Outlander 2.4,525000,140000,Petrol,Individual,Automatic,First Owner,10,Mitsubishi
324,Mahindra XUV500 W8 2WD,850000,212814,Diesel,Dealer,Manual,First Owner,10,Mahindra
325,Maruti Baleno Alpha 1.3,800000,30000,Diesel,Individual,Manual,First Owner,3,Maruti
326,Ford Figo Aspire 1.5 TDCi Titanium,700000,88635,Diesel,Dealer,Manual,First Owner,5,Ford
327,Maruti Swift Dzire VDI,800000,25000,Diesel,Individual,Manual,First Owner,4,Maruti
328,Hyundai i20 1.2 Spotz,575000,20000,Petrol,Individual,Manual,Second Owner,5,Hyundai
329,Renault Duster 110PS Diesel RxZ,350000,110000,Diesel,Individual,Manual,Second Owner,10,Renault
330,Maruti Swift Vdi BSIII,250000,120000,Diesel,Individual,Manual,Third Owner,14,Maruti
331,Ford Endeavour Titanium 4X2,600000,149674,Diesel,Dealer,Manual,Second Owner,11,Ford
332,Mahindra Scorpio 2.6 Turbo 9 Str,370000,100000,Diesel,Individual,Manual,Third Owner,15,Mahindra
333,Maruti Baleno Vxi,80000,120000,Petrol,Individual,Manual,Third Owner,16,Maruti
334,Tata Indica DLX,50000,120000,Diesel,Individual,Manual,Second Owner,19,Tata
335,Hyundai Verna CRDi 1.6 EX,900000,25000,Diesel,Individual,Manual,First Owner,4,Hyundai
336,Maruti Wagon R VXI BS IV,300000,35000,Petrol,Individual,Manual,Second Owner,8,Maruti
337,Tata Indica LSI,125000,40000,Petrol,Individual,Manual,First Owner,20,Tata
338,Maruti Swift Dzire VDI,490000,60000,Diesel,Individual,Manual,Second Owner,7,Maruti
339,Toyota Etios Liva GD,300000,50000,Diesel,Individual,Manual,Second Owner,10,Toyota
340,Tata Nano STD,55000,25000,Petrol,Individual,Manual,Fourth & Above Owner,9,Tata
341,Hyundai Grand i10 Sportz,350000,25000,Petrol,Individual,Manual,First Owner,6,Hyundai
342,Hyundai Grand i10 1.2 CRDi Asta,755000,8000,Diesel,Individual,Manual,First Owner,3,Hyundai
343,Maruti Ertiga SHVS VDI,720000,60000,Diesel,Individual,Manual,First Owner,5,Maruti
344,Mahindra Bolero SLX,229999,200000,Diesel,Individual,Manual,Third Owner,16,Mahindra
345,Mahindra Scorpio S7 140 BSIV,1100000,20000,Diesel,Individual,Manual,First Owner,4,Mahindra
346,Volkswagen Polo Petrol Comfortline 1.2L,400000,100000,Petrol,Individual,Manual,First Owner,9,Volkswagen
347,Hyundai Xcent 1.1 CRDi Base,350000,70000,Diesel,Individual,Manual,Second Owner,7,Hyundai
348,Chevrolet Beat Diesel PS,159000,68000,Diesel,Dealer,Manual,First Owner,10,Chevrolet
349,Maruti Swift ZXi BSIV,550000,38000,Petrol,Dealer,Manual,First Owner,5,Maruti
350,Maruti Ritz VDi,335000,80000,Diesel,Dealer,Manual,First Owner,9,Maruti
351,Tata Indigo CS Emax CNG GLX,185000,72000,CNG,Dealer,Manual,First Owner,8,Tata
352,Maruti Eeco 5 STR With AC Plus HTR CNG,229999,75000,CNG,Dealer,Manual,First Owner,10,Maruti
353,Maruti Estilo LXI,225000,43000,Petrol,Dealer,Manual,First Owner,8,Maruti
354,Maruti Swift VXI with ABS,250000,120000,Petrol,Individual,Manual,Second Owner,15,Maruti
355,Tata Zest Quadrajet 1.3 XM,400000,100000,Diesel,Individual,Manual,First Owner,7,Tata
356,Maruti Swift VDI BSIV,470000,163000,Diesel,Individual,Manual,First Owner,8,Maruti
357,Maruti Alto K10 VXI AGS Optional,300000,25000,Petrol,Individual,Automatic,First Owner,4,Maruti
358,Maruti Alto LX,145000,25000,Petrol,Individual,Manual,First Owner,11,Maruti
359,Maruti SX4 Vxi BSIII,100000,90000,Petrol,Individual,Manual,Second Owner,15,Maruti
360,Mahindra Scorpio SLE BSIV,500000,70000,Diesel,Individual,Manual,Second Owner,8,Mahindra
361,Hyundai Santro Xing GLS CNG,130000,98000,CNG,Individual,Manual,Second Owner,12,Hyundai
362,Chevrolet Cruze LTZ,240000,81925,Diesel,Individual,Manual,First Owner,12,Chevrolet
363,Ford Figo Diesel Celebration Edition,150000,80000,Diesel,Individual,Manual,Second Owner,9,Ford
364,Renault KWID RXT Optional,270000,40000,Petrol,Individual,Manual,First Owner,5,Renault
365,Maruti Swift Dzire VDI,400000,90000,Diesel,Individual,Manual,First Owner,8,Maruti
366,Hyundai EON Era Plus,200000,46000,Petrol,Individual,Manual,First Owner,10,Hyundai
367,Mahindra XUV500 W6 2WD,550000,80000,Diesel,Individual,Manual,First Owner,10,Mahindra
368,Renault KWID 1.0 RXT Optional,325000,35000,Petrol,Individual,Manual,First Owner,4,Renault
369,Skoda Rapid 1.5 TDI AT Style BSIV,860000,82080,Diesel,Individual,Automatic,First Owner,5,Skoda
370,Mahindra XUV500 W8 2WD,600000,200000,Diesel,Individual,Manual,First Owner,10,Mahindra
371,Chevrolet Spark 1.0,125000,70000,Petrol,Individual,Manual,First Owner,13,Chevrolet
372,Maruti 800 AC,60000,40000,Petrol,Individual,Manual,Third Owner,22,Maruti
373,Chevrolet Tavera Neo 3 10 Seats BSIV,300000,120000,Diesel,Individual,Manual,Third Owner,12,Chevrolet
374,Ford Fiesta 1.6 ZXi Duratec,190000,60000,Petrol,Individual,Manual,Third Owner,15,Ford
375,Maruti Ertiga VDI,400000,110000,Diesel,Individual,Manual,First Owner,9,Maruti
376,Tata Manza Aura Quadrajet BS IV,260000,97000,Diesel,Individual,Manual,Second Owner,11,Tata
377,Maruti Swift VVT VXI,400000,30000,Petrol,Individual,Manual,First Owner,5,Maruti
378,Hyundai i20 Sportz Petrol,250000,40000,Petrol,Individual,Manual,First Owner,12,Hyundai
379,Hyundai Grand i10 1.2 Kappa Asta,600000,10000,Petrol,Individual,Manual,First Owner,3,Hyundai
380,Maruti Zen Estilo VXI BSIV,175000,52047,Petrol,Individual,Manual,First Owner,12,Maruti
381,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,450000,200000,Diesel,Individual,Manual,Third Owner,11,Toyota
382,Tata Tiago 1.2 Revotron XZA,350000,15000,Petrol,Individual,Automatic,Second Owner,3,Tata
383,Maruti Vitara Brezza ZDi,800000,50000,Diesel,Individual,Manual,First Owner,4,Maruti
384,Maruti Swift VXI BSIII,250000,70000,Petrol,Individual,Manual,Second Owner,11,Maruti
385,Maruti Swift VXI BSIV,600000,10000,Petrol,Individual,Manual,First Owner,3,Maruti
386,Maruti Swift VDI BSIV,600000,90000,Diesel,Individual,Manual,First Owner,5,Maruti
387,Maruti Alto 800 LXI,130000,40000,Petrol,Individual,Manual,First Owner,6,Maruti
388,Maruti Wagon R LXI,90000,62009,Petrol,Individual,Manual,Second Owner,16,Maruti
389,Hyundai i20 Active 1.2 S,595000,33100,Petrol,Individual,Manual,Second Owner,5,Hyundai
390,Hyundai EON Era Plus,190000,40000,Petrol,Individual,Manual,Second Owner,8,Hyundai
391,Hyundai Santro GLS I - Euro I,50000,120000,Petrol,Individual,Manual,Second Owner,23,Hyundai
392,Maruti Wagon R LXI Minor,95000,80000,Petrol,Individual,Manual,First Owner,15,Maruti
393,Tata Safari Storme VX,1000000,70000,Diesel,Individual,Manual,First Owner,6,Tata
394,Mahindra Scorpio REV 116,220000,220000,Petrol,Individual,Manual,Second Owner,16,Mahindra
395,Mahindra Bolero SLX,400000,50000,Diesel,Individual,Manual,First Owner,12,Mahindra
396,Datsun GO Plus A,315000,45000,Petrol,Individual,Manual,Second Owner,7,Datsun
397,Toyota Fortuner 4x4 MT,1000000,110000,Diesel,Individual,Manual,First Owner,8,Toyota
398,Ford Ecosport 1.5 DV5 MT Titanium,500000,49000,Diesel,Individual,Manual,First Owner,8,Ford
399,Mahindra XUV500 W11 AT BSIV,1600000,35000,Diesel,Individual,Automatic,First Owner,4,Mahindra
400,Mahindra Supro VX 8 Str,500000,160000,Diesel,Individual,Manual,First Owner,5,Mahindra
401,Maruti Alto LX,70000,180000,Petrol,Individual,Manual,Third Owner,15,Maruti
402,Maruti 800 AC,105000,60000,Petrol,Individual,Manual,Second Owner,15,Maruti
403,Ford Endeavour 2.5L 4X2 MT,400000,110000,Diesel,Individual,Manual,Third Owner,14,Ford
404,Maruti Wagon R LXI,80000,60000,Petrol,Individual,Manual,Third Owner,18,Maruti
405,Maruti Alto 800 VXI,300000,30000,Petrol,Individual,Manual,First Owner,6,Maruti
406,Mahindra KUV 100 D75 K2,409999,40000,Diesel,Individual,Manual,First Owner,5,Mahindra
407,Maruti Swift Glam,250000,70000,Petrol,Individual,Manual,First Owner,13,Maruti
408,Tata New Safari DICOR 2.2 EX 4x2,250000,120000,Diesel,Individual,Manual,Second Owner,12,Tata
409,Maruti Swift Dzire VDI,215000,80000,Diesel,Individual,Manual,Third Owner,10,Maruti
410,Toyota Fortuner 4x4 MT,1400000,120000,Diesel,Individual,Manual,First Owner,7,Toyota
411,Honda Brio 1.2 VX MT,475000,20000,Petrol,Individual,Manual,First Owner,4,Honda
412,Honda Brio 1.2 VX MT,475000,22000,Petrol,Individual,Manual,First Owner,4,Honda
413,Chevrolet Spark 1.0 LS,75000,35000,Petrol,Individual,Manual,Second Owner,14,Chevrolet
414,Chevrolet Sail Hatchback LS ABS,200000,120000,Diesel,Individual,Manual,Second Owner,9,Chevrolet
415,Tata Tiago NRG Petrol,575000,8000,Petrol,Individual,Manual,First Owner,3,Tata
416,Maruti Ritz VDi,150000,40000,Diesel,Individual,Manual,Second Owner,11,Maruti
417,Maruti Vitara Brezza ZDi Plus,850000,10000,Diesel,Individual,Manual,First Owner,4,Maruti
418,Hyundai Santro Era,350000,30000,Petrol,Individual,Manual,First Owner,3,Hyundai
419,Ford Endeavour 2.5L 4X2 MT,550000,54000,Diesel,Individual,Manual,Second Owner,11,Ford
420,Hyundai Verna 1.4 VTVT,330000,80577,Petrol,Individual,Manual,First Owner,5,Hyundai
421,Honda City i-DTEC V,1044999,25000,Diesel,Individual,Manual,First Owner,5,Honda
422,Hyundai Verna 1.6 CRDI,300000,127500,Diesel,Individual,Manual,Second Owner,11,Hyundai
423,Hyundai EON D Lite Plus,235000,40903,Petrol,Dealer,Manual,First Owner,7,Hyundai
424,Ford Figo Petrol Titanium,120000,60000,Petrol,Individual,Manual,Third Owner,11,Ford
425,Maruti Wagon R VXI,130000,46000,Petrol,Individual,Manual,First Owner,18,Maruti
426,Ford Endeavour 4x4 XLT,275000,22288,Diesel,Dealer,Manual,Second Owner,18,Ford
427,Volkswagen Jetta 2.0 TDI Trendline,270000,180000,Diesel,Individual,Manual,Second Owner,11,Volkswagen
428,Volkswagen Polo 1.5 TDI Highline,500000,30000,Diesel,Individual,Manual,Second Owner,7,Volkswagen
429,Hyundai Grand i10 Sportz,400000,61690,Petrol,Dealer,Manual,First Owner,7,Hyundai
430,Hyundai i20 Asta 1.2,600000,64484,Petrol,Dealer,Manual,First Owner,7,Hyundai
431,Audi Q5 2.0 TDI,1350000,90000,Diesel,Individual,Automatic,Second Owner,10,Audi
432,Renault Duster 85PS Diesel RxE,400000,75976,Diesel,Dealer,Manual,Second Owner,9,Renault
433,Ford Figo Diesel Titanium,220000,70000,Diesel,Individual,Manual,Second Owner,11,Ford
434,Honda Brio E MT,300000,85962,Petrol,Dealer,Manual,Second Owner,10,Honda
435,Maruti Omni E MPI STD BS IV,250000,120000,Petrol,Individual,Manual,First Owner,4,Maruti
436,Honda Mobilio V i DTEC,600000,120000,Diesel,Individual,Manual,First Owner,7,Honda
437,Honda Brio S Option AT,285000,75000,Petrol,Individual,Automatic,Second Owner,10,Honda
438,Honda Accord 2.4 MT,350000,57035,Petrol,Dealer,Manual,First Owner,13,Honda
439,Mahindra Bolero SLX,170000,70000,Diesel,Individual,Manual,Third Owner,11,Mahindra
440,Ford Figo 1.2P Ambiente MT,229999,45000,Petrol,Individual,Manual,First Owner,7,Ford
441,Mahindra XUV500 W6 2WD,500000,72104,Diesel,Dealer,Manual,Second Owner,9,Mahindra
442,Tata Nano Lx,75000,15000,Petrol,Individual,Manual,First Owner,11,Tata
443,Hyundai i20 Active 1.2 SX,600000,30000,Petrol,Individual,Manual,First Owner,6,Hyundai
444,Tata Indigo LS Dicor,220000,80000,Diesel,Individual,Manual,First Owner,11,Tata
445,Tata Indica Vista Terra 1.4 TDI,150000,164000,Diesel,Individual,Manual,Second Owner,13,Tata
446,Maruti Alto LX,65000,124439,Petrol,Individual,Manual,Second Owner,16,Maruti
447,Maruti Zen VXI,120000,77000,Petrol,Individual,Manual,Second Owner,16,Maruti
448,Maruti Swift Dzire VDI,240000,90000,Diesel,Individual,Manual,First Owner,8,Maruti
449,Renault KWID 1.0 RXT Optional,390000,30000,Petrol,Individual,Manual,First Owner,5,Renault
450,Chevrolet Beat LS,180000,50000,Petrol,Individual,Manual,First Owner,10,Chevrolet
451,Maruti Swift VDI,320000,80000,Diesel,Individual,Manual,Second Owner,10,Maruti
452,Maruti Alto 800 LXI,310000,5000,Petrol,Individual,Manual,First Owner,4,Maruti
453,Maruti Wagon R AMT VXI,420000,24000,Petrol,Individual,Automatic,First Owner,4,Maruti
454,Tata Tiago NRG Petrol,550000,10000,Petrol,Individual,Manual,First Owner,3,Tata
455,Maruti Ertiga SHVS VDI,550000,78000,Diesel,Individual,Manual,Third Owner,6,Maruti
456,Mahindra TUV 300 T4 Plus,760000,50000,Diesel,Individual,Manual,First Owner,4,Mahindra
457,Maruti 800 AC BSII,43000,100000,Petrol,Individual,Manual,Second Owner,21,Maruti
458,Maruti Omni MPI STD BSIV,250000,20000,Petrol,Individual,Manual,First Owner,4,Maruti
459,Hyundai Santro Magna BSIV,500000,1250,Petrol,Individual,Manual,First Owner,3,Hyundai
460,Tata Zest Revotron 1.2 XT,380000,17152,Petrol,Individual,Manual,First Owner,7,Tata
461,Mahindra XUV500 W11 Option AT AWD,1850000,5000,Diesel,Individual,Automatic,First Owner,3,Mahindra
462,Volkswagen Polo Diesel Trendline 1.2L,350000,77000,Diesel,Individual,Manual,First Owner,10,Volkswagen
463,Hyundai Verna CRDi,195000,90000,Diesel,Individual,Manual,Second Owner,14,Hyundai
464,Chevrolet Beat LS,225000,80000,Petrol,Individual,Manual,Second Owner,11,Chevrolet
465,Toyota Innova 2.5 G (Diesel) 7 Seater,1125000,65000,Diesel,Individual,Manual,First Owner,7,Toyota
466,Tata Indica Vista Quadrajet LX,133000,80000,Diesel,Individual,Manual,First Owner,11,Tata
467,Hyundai EON Era Plus,200000,24005,Petrol,Individual,Manual,First Owner,9,Hyundai
468,Maruti Vitara Brezza ZDi Plus,940000,20000,Diesel,Individual,Manual,First Owner,4,Maruti
469,Renault Duster 85PS Diesel RxL,400000,120000,Diesel,Individual,Manual,First Owner,8,Renault
470,Hyundai i10 Era 1.1,120000,120000,Petrol,Individual,Manual,Second Owner,13,Hyundai
471,Maruti Swift Dzire ZDI,625000,80000,Diesel,Individual,Manual,First Owner,7,Maruti
472,Maruti Swift 1.3 VXi,110000,80000,Petrol,Individual,Manual,First Owner,17,Maruti
473,Renault Duster 110PS Diesel RxZ,490000,100000,Diesel,Individual,Manual,First Owner,10,Renault
474,Maruti Alto LX,140000,120000,Petrol,Individual,Manual,Second Owner,13,Maruti
475,Ford Figo Diesel ZXI,175000,149000,Diesel,Individual,Manual,Second Owner,11,Ford
476,Maruti Wagon R LXI BSIII,90000,65000,Petrol,Individual,Manual,Second Owner,17,Maruti
477,Maruti Swift Ldi BSIV,275000,100000,Diesel,Individual,Manual,Second Owner,13,Maruti
478,Volkswagen Vento Diesel Highline,300000,65000,Diesel,Individual,Manual,Second Owner,11,Volkswagen
479,Datsun GO Plus T Option BSIV,270000,19000,Petrol,Individual,Manual,Second Owner,4,Datsun
480,Chevrolet Beat LT,130000,80000,Petrol,Individual,Manual,Second Owner,12,Chevrolet
481,Maruti Alto K10 VXI Airbag,275000,30000,Petrol,Individual,Manual,First Owner,7,Maruti
482,Maruti Swift VDI,352000,109000,Diesel,Individual,Manual,First Owner,10,Maruti
483,Hyundai EON LPG Magna Plus,180000,90000,LPG,Individual,Manual,First Owner,10,Hyundai
484,Maruti Alto LX,150000,90000,Petrol,Individual,Manual,First Owner,10,Maruti
485,Volkswagen Vento Diesel Highline,300000,65000,Diesel,Individual,Manual,Second Owner,11,Volkswagen
486,Maruti Swift Vdi BSIII,300000,110000,Diesel,Individual,Manual,Second Owner,12,Maruti
487,Mahindra Bolero DI DX 7 Seater,225000,120000,Diesel,Individual,Manual,First Owner,15,Mahindra
488,Honda Mobilio V i DTEC,600000,44000,Diesel,Individual,Manual,First Owner,8,Honda
489,Maruti Ertiga BSIV ZXI,500000,80000,Petrol,Individual,Manual,First Owner,7,Maruti
490,Honda BR-V i-VTEC S MT,900000,5000,Petrol,Individual,Manual,First Owner,4,Honda
491,Hyundai i20 Magna 1.2,600000,61000,Petrol,Individual,Manual,First Owner,6,Hyundai
492,Toyota Etios VD,450000,100000,Diesel,Individual,Manual,Second Owner,11,Toyota
493,Hyundai i10 Era 1.1,270000,27633,Petrol,Individual,Manual,First Owner,13,Hyundai
494,Maruti Swift Vdi BSIII,310000,100000,Diesel,Individual,Manual,Third Owner,12,Maruti
495,Hyundai Santro Xing GLS Audio LPG,250000,100000,LPG,Individual,Manual,First Owner,10,Hyundai
496,Ford Figo 1.2P Titanium MT,700000,12586,Petrol,Dealer,Manual,First Owner,3,Ford
497,Fiat Avventura Urban Cross 1.3 Multijet Emotion,650000,38083,Diesel,Dealer,Manual,First Owner,4,Fiat
498,Ford Figo Diesel ZXI,400000,55328,Diesel,Dealer,Manual,First Owner,10,Ford
499,Ford Figo Diesel Titanium,425000,81632,Diesel,Dealer,Manual,First Owner,10,Ford
500,Ford Aspire Titanium Diesel BSIV,600000,155201,Diesel,Dealer,Manual,First Owner,6,Ford
501,Ford EcoSport 1.5 TDCi Titanium BSIV,600000,93283,Diesel,Dealer,Manual,First Owner,9,Ford
502,Maruti Swift Ldi BSIII,300000,217871,Diesel,Dealer,Manual,First Owner,13,Maruti
503,Ford Fiesta Classic 1.4 Duratorq CLXI,450000,90165,Diesel,Dealer,Manual,First Owner,10,Ford
504,Ford Ecosport 1.5 DV5 MT Titanium,750000,101504,Diesel,Dealer,Manual,First Owner,8,Ford
505,Ford Figo Titanium Diesel BSIV,325000,86017,Diesel,Dealer,Manual,Second Owner,12,Ford
